page,clicks,impressions,ctr,position
http://hourstally.com/,0,6,0,79
https://hourstally.com/,0,9,0,54
https://hourstally.com/time-to-decimal,0,8,0,47.8
https://www.hourstally.com/,0,3,0,46.3
